index,image,status_code,target
3361,f04-068-06-02,ok,the
3368,f04-068-06-09,ok,the
3376,f04-071-00-02,ok,the
3386,f04-071-01-03,ok,the
3390,f04-071-01-07,ok,the
3465,f04-074-00-02,ok,the
3489,f04-074-02-07,ok,the
3492,f04-074-03-00,ok,the
3514,f04-074-05-04,ok,the
3518,f04-074-06-01,ok,the
3568,f04-074-10-08,ok,the
3582,f04-079-00-04,ok,the
3611,f04-079-03-05,ok,the
3693,f04-083-01-07,ok,the
3703,f04-083-02-05,ok,the
3713,f04-083-03-06,ok,the
3783,f04-087-00-01,ok,the
3786,f04-087-00-04,ok,the
3797,f04-087-00-15,ok,the
3862,f04-093-01-07,ok,the
3882,f04-093-04-03,ok,the
3906,f04-093-07-01,ok,the
3940,f04-096-01-07,ok,the
3951,f04-096-03-04,ok,the
4022,f04-100-04-00,ok,the
4025,f04-100-04-03,ok,the
4046,f04-100-07-03,ok,the
4117,f07-000-06-03,ok,the
4167,f07-000b-04-03,ok,the
4174,f07-000b-05-01,ok,the
4182,f07-000b-06-01,ok,the
4209,f07-002-02-00,ok,the
4220,f07-002-03-03,ok,the
4240,f07-002-05-07,ok,the
4247,f07-002-06-05,ok,the
4258,f07-002-07-07,ok,the
4269,f07-006-00-05,ok,the
4272,f07-006-01-00,ok,the
4287,f07-006-02-05,ok,the
4293,f07-006-03-02,ok,the
4314,f07-006-05-07,ok,the
4335,f07-009-01-02,ok,the
4338,f07-009-01-05,ok,the
4387,f07-009-07-02,ok,the
4391,f07-009-07-06,ok,the
4395,f07-009-08-02,ok,the
4456,f07-013-06-06,ok,the
4463,f07-013-07-06,ok,the
4483,f07-013-10-03,ok,the
4490,f07-016-00-03,ok,the
4594,f07-019a-02-01,ok,the
4630,f07-019a-05-07,ok,the
4655,f07-019b-00-06,ok,the
4665,f07-019b-02-03,ok,the
4682,f07-019b-05-00,ok,the
4685,f07-019b-05-03,ok,the
4693,f07-019b-06-02,ok,the
4701,f07-019b-07-03,ok,the
4788,f07-021a-06-04,ok,the
4794,f07-021a-07-01,ok,the
4904,f07-024a-02-06,ok,the
4945,f07-024a-06-04,ok,the
4947,f07-024a-06-06,ok,the
4985,f07-024b-03-05,ok,the
5026,f07-024b-08-01,ok,the
5028,f07-024b-08-03,ok,the
5056,f07-028a-01-03,ok,the
5078,f07-028a-03-07,ok,the
5081,f07-028a-04-01,ok,the
5085,f07-028a-04-05,ok,the
5092,f07-028a-05-01,ok,the
5095,f07-028a-05-04,ok,the
5098,f07-028a-05-07,ok,the
5110,f07-028a-07-01,ok,the
5115,f07-028a-07-06,ok,the
5134,f07-028b-00-04,ok,the
5138,f07-028b-00-08,ok,the
5145,f07-028b-02-00,ok,the
5167,f07-028b-05-00,ok,the
5170,f07-028b-05-03,ok,the
5174,f07-028b-05-07,ok,the
5181,f07-028b-06-06,ok,the
5184,f07-028b-07-01,ok,the
5187,f07-028b-07-04,ok,the
5199,f07-028b-09-01,ok,the
5204,f07-028b-09-06,ok,the
5244,f07-032a-03-03,ok,the
5248,f07-032a-03-07,ok,the
5266,f07-032a-05-08,ok,the
5294,f07-032a-08-07,ok,the
5300,f07-032a-09-05,ok,the
5319,f07-032b-02-01,ok,the
5331,f07-032b-04-00,ok,the
5335,f07-032b-04-04,ok,the
5342,f07-032b-05-02,ok,the
5354,f07-032b-06-06,ok,the
5374,f07-032b-09-03,ok,the
5388,f07-032b-11-02,ok,the
5417,f07-036-02-08,ok,the
5439,f07-036-05-08,ok,the
5472,f07-039a-02-01,ok,the
5475,f07-039a-02-04,ok,the
5487,f07-039a-04-00,ok,the
5493,f07-039a-04-06,ok,the
5520,f07-039b-02-03,ok,the
5551,f07-039b-06-03,ok,the
5557,f07-039b-07-01,ok,the
5587,f07-042a-02-02,ok,the
5590,f07-042a-02-05,ok,the
5649,f07-042b-02-03,ok,the
5652,f07-042b-02-06,ok,the
5692,f07-046a-00-01,ok,the
5700,f07-046a-01-02,ok,the
5717,f07-046a-03-06,ok,the
5730,f07-046a-05-01,ok,the
5774,f07-046b-00-01,ok,the
5782,f07-046b-01-02,ok,the
5799,f07-046b-03-03,ok,the
5809,f07-046b-04-02,ok,the
5812,f07-046b-04-05,ok,the
5896,f07-069-04-07,ok,the
5901,f07-069-05-01,ok,the
5922,f07-069-07-01,ok,the
5936,f07-069-08-06,ok,the
5952,f07-073-00-04,ok,the
5966,f07-073-02-02,ok,the
5990,f07-073-05-01,ok,the
5993,f07-073-05-04,ok,the
6067,f07-076a-04-00,ok,the
6083,f07-076a-06-04,ok,the
6121,f07-081a-01-04,ok,the
6139,f07-081a-04-02,ok,the
6146,f07-081a-05-02,ok,the
6153,f07-081a-06-02,ok,the
6226,f07-096-04-03,ok,the
6261,f07-081b-01-00,ok,the
6279,f07-081b-02-09,ok,the
6286,f07-081b-03-04,ok,the
6293,f07-081b-04-00,ok,the
6501,f07-088a-01-00,ok,the
6511,f07-088a-02-03,ok,the
6538,f07-088a-05-06,ok,the
6567,f07-088b-00-07,ok,the
6577,f07-088b-01-08,ok,the
6605,f07-088b-04-03,ok,the
6646,f07-092a-02-03,ok,the
6658,f07-092a-04-01,ok,the
6671,f07-092a-05-04,ok,the
6676,f07-092a-06-01,ok,the
6679,f07-092a-06-04,ok,the
6684,f07-092a-07-03,ok,the
6713,f07-092b-01-09,ok,the
6725,f07-092b-02-09,ok,the
6739,f07-092b-04-01,ok,the
6744,f07-092b-04-06,ok,the
6747,f07-092b-04-09,ok,the
6752,f07-092b-05-03,ok,the
6832,f07-101b-01-07,ok,the
6846,f07-101b-03-02,ok,the
52,f01-053-06-00,ok,of
125,f01-058-07-03,ok,of
137,f01-058-09-00,ok,of
249,f01-066-08-02,ok,of
300,f01-070-04-01,ok,of
303,f01-070-04-04,ok,of
315,f01-070-05-08,ok,of
329,f01-070-07-01,ok,of
339,f01-070-08-00,ok,of
345,f01-070-08-06,ok,of
388,f01-075-04-07,ok,of
415,f01-075-08-03,ok,of
430,f01-075-09-08,ok,of
464,f01-081-02-06,ok,of
560,f01-085-05-07,ok,of
614,f01-135-07-03,ok,of
696,f01-139-06-01,ok,of
701,f01-139-06-06,ok,of
723,f01-143-01-06,ok,of
738,f01-143-03-04,ok,of
753,f01-143-05-00,ok,of
803,f01-147-03-02,ok,of
828,f01-147-05-05,ok,of
853,f01-147-07-09,ok,of
863,f02-000-00-06,ok,of
909,f02-000-06-04,ok,of
925,f02-000-08-04,ok,of
942,f02-003-01-03,ok,of
978,f02-003-05-03,ok,of
1007,f02-017-02-07,ok,of
1016,f02-017-04-00,ok,of
1093,f02-020-03-00,ok,of
1103,f02-020-03-10,ok,of
1127,f02-020-05-09,ok,of
1158,f02-030-01-05,ok,of
1203,f02-030-06-01,ok,of
1230,f02-033-02-02,ok,of
1238,f02-033-03-03,ok,of
1249,f02-033-04-04,ok,of
1255,f02-033-05-05,ok,of
1266,f02-033-07-04,ok,of
1294,f02-033-10-05,ok,of
1325,f02-036-02-02,ok,of
1331,f02-036-02-08,ok,of
1343,f02-036-04-02,ok,of
1350,f02-036-05-02,ok,of
1365,f02-036-06-07,ok,of
1383,f02-038-00-05,ok,of
1399,f02-038-03-00,ok,of
1402,f02-038-03-03,ok,of
1419,f02-038-05-04,ok,of
1438,f02-038-08-02,ok,of
1502,f02-040-05-05,ok,of
1524,f02-040-09-00,ok,of
1547,f02-044-01-00,ok,of
1665,f02-076-02-01,ok,of
1713,f02-076-08-04,ok,of
1716,f02-076-09-00,ok,of
1819,f03-174-02-03,ok,of
1855,f03-174-05-06,ok,of
1939,f03-182-06-07,ok,of
2064,f04-004-05-08,ok,of
2102,f04-007-02-03,ok,of
2117,f04-007-04-00,ok,of
2125,f04-007-04-08,ok,of
2228,f04-011-09-01,ok,of
2291,f04-016-04-08,ok,of
2398,f04-024-00-06,ok,of
2505,f04-028-03-06,ok,of
2515,f04-028-04-07,ok,of
2538,f04-028-07-04,ok,of
2630,f04-032-05-07,ok,of
2812,f04-043-02-03,ok,of
2900,f04-046-04-00,ok,of
2964,f04-049-02-10,ok,of
3038,f04-053-02-02,ok,of
3054,f04-053-03-08,ok,of
3074,f04-053-05-07,ok,of
3108,f04-057-02-08,ok,of
3122,f04-057-04-04,ok,of
3127,f04-057-04-09,ok,of
3131,f04-057-05-03,ok,of
3170,f04-061-01-01,ok,of
3233,f04-064-00-03,ok,of
3240,f04-064-01-04,ok,of
3252,f04-064-02-06,ok,of
3264,f04-064-03-07,ok,of
3280,f04-064-05-05,ok,of
3378,f04-071-00-04,ok,of
3453,f04-071-08-10,ok,of
3470,f04-074-00-07,ok,of
3503,f04-074-04-04,ok,of
3520,f04-074-06-03,ok,of
3584,f04-079-00-06,ok,of
3648,f04-079-07-02,ok,of
3695,f04-083-01-09,ok,of
3712,f04-083-03-05,ok,of
3788,f04-087-00-06,ok,of
3861,f04-093-01-06,ok,of
3950,f04-096-03-03,ok,of
3956,f04-096-04-04,ok,of
4024,f04-100-04-02,ok,of
4203,f07-002-01-05,ok,of
4211,f07-002-02-02,ok,of
4250,f07-002-06-08,ok,of
4318,f07-006-06-03,ok,of
4330,f07-009-00-07,ok,of
4369,f07-009-04-08,ok,of
4390,f07-009-07-05,ok,of
4419,f07-013-01-01,ok,of
4433,f07-013-03-04,ok,of
4438,f07-013-04-04,ok,of
4451,f07-013-06-01,ok,of
4458,f07-013-07-01,ok,of
4469,f07-013-08-04,ok,of
4492,f07-016-00-05,ok,of
4524,f07-016-05-01,ok,of
4587,f07-019a-01-01,ok,of
4593,f07-019a-02-00,ok,of
4601,f07-019a-02-08,ok,of
4632,f07-019a-05-09,ok,of
4658,f07-019b-01-02,ok,of
4664,f07-019b-02-02,ok,of
4672,f07-019b-03-03,ok,of
4684,f07-019b-05-02,ok,of
4691,f07-019b-06-00,ok,of
4703,f07-019b-07-05,ok,of
4780,f07-021a-05-07,ok,of
4787,f07-021a-06-03,ok,of
4790,f07-021a-06-06,ok,of
4807,f07-021b-01-00,ok,of
4860,f07-021b-07-05,ok,of
4889,f07-024a-01-01,ok,of
4970,f07-024b-01-03,ok,of
5020,f07-024b-07-03,ok,of
5069,f07-028a-02-08,ok,of
5080,f07-028a-04-00,ok,of
5094,f07-028a-05-03,ok,of
5100,f07-028a-06-00,ok,of
5112,f07-028a-07-03,ok,of
5140,f07-028b-01-01,ok,of
5158,f07-028b-03-06,ok,of
5169,f07-028b-05-02,ok,of
5183,f07-028b-07-00,ok,of
5189,f07-028b-07-06,ok,of
5201,f07-028b-09-03,ok,of
5247,f07-032a-03-06,ok,of
5261,f07-032a-05-03,ok,of
5288,f07-032a-08-01,ok,of
5296,f07-032a-09-01,ok,of
5302,f07-032a-10-00,ok,of
5308,f07-032b-00-03,ok,of
5334,f07-032b-04-03,ok,of
5341,f07-032b-05-01,ok,of
5344,f07-032b-05-04,ok,of
5349,f07-032b-06-01,ok,of
5376,f07-032b-09-05,ok,of
5390,f07-032b-11-04,ok,of
5405,f07-036-01-03,ok,of
5416,f07-036-02-07,ok,of
5419,f07-036-03-01,ok,of
5436,f07-036-05-05,ok,of
5443,f07-036-06-03,ok,of
5468,f07-039a-01-03,ok,of
5474,f07-039a-02-03,ok,of
5500,f07-039a-06-01,ok,of
5515,f07-039b-01-04,ok,of
5522,f07-039b-02-05,ok,of
5564,f07-039b-08-04,ok,of
5589,f07-042a-02-04,ok,of
5606,f07-042a-04-02,ok,of
5626,f07-042a-07-01,ok,of
5651,f07-042b-02-05,ok,of
5668,f07-042b-04-06,ok,of
5688,f07-042b-07-03,ok,of
5694,f07-046a-00-03,ok,of
5702,f07-046a-01-04,ok,of
5716,f07-046a-03-05,ok,of
5765,f07-046a-09-00,ok,of
5776,f07-046b-00-03,ok,of
5784,f07-046b-01-04,ok,of
5798,f07-046b-03-02,ok,of
5804,f07-046b-03-08,ok,of
5847,f07-046b-07-09,ok,of
5859,f07-069-00-04,ok,of
5890,f07-069-04-01,ok,of
5935,f07-069-08-05,ok,of
6009,f07-073-07-01,ok,of
6031,f07-073-09-01,ok,of
6076,f07-076a-05-02,ok,of
6086,f07-076a-07-00,ok,of
6110,f07-076a-10-06,ok,of
6117,f07-081a-01-00,ok,of
6150,f07-081a-05-06,ok,of
6157,f07-081a-06-06,ok,of
6170,f07-081a-09-01,ok,of
6239,f07-096-05-05,ok,of
6257,f07-081b-00-06,ok,of
6290,f07-081b-03-08,ok,of
6297,f07-081b-04-04,ok,of
6310,f07-081b-05-08,ok,of
6351,f07-084a-04-04,ok,of
6371,f07-084a-07-07,ok,of
6382,f07-084a-08-07,ok,of
6385,f07-084a-09-01,ok,of
6433,f07-084b-03-04,ok,of
6452,f07-084b-05-06,ok,of
6463,f07-084b-06-02,ok,of
6466,f07-084b-06-05,ok,of
6506,f07-088a-01-05,ok,of
6548,f07-088a-07-04,ok,of
6551,f07-088a-08-01,ok,of
6557,f07-088a-09-01,ok,of
6572,f07-088b-01-03,ok,of
6614,f07-088b-05-04,ok,of
6617,f07-088b-05-07,ok,of
6623,f07-088b-06-03,ok,of
6648,f07-092a-02-05,ok,of
6686,f07-092a-08-00,ok,of
6715,f07-092b-01-11,ok,of
6754,f07-092b-05-05,ok,of
6862,f07-101b-04-08,ok,of
38,f01-053-04-03,ok,has
112,f01-058-05-03,ok,has
322,f01-070-06-06,ok,has
417,f01-075-08-05,ok,has
791,f01-147-01-08,ok,has
997,f02-017-01-05,ok,has
1484,f02-040-03-01,ok,has
3114,f04-057-03-04,ok,has
3325,f04-068-02-03,ok,has
4405,f07-009-09-03,ok,has
6024,f07-073-08-04,ok,has
11,f01-053-01-01,ok,to
19,f01-053-02-02,ok,to
39,f01-053-04-04,ok,to
43,f01-053-05-01,ok,to
59,f01-053-06-07,ok,to
66,f01-053-07-06,ok,to
74,f01-058-00-03,ok,to
115,f01-058-05-06,ok,to
129,f01-058-07-07,ok,to
174,f01-066-02-00,ok,to
212,f01-066-05-04,ok,to
218,f01-066-05-10,ok,to
237,f01-066-07-04,ok,to
325,f01-070-06-09,ok,to
342,f01-070-08-03,ok,to
375,f01-075-03-01,ok,to
378,f01-075-03-04,ok,to
391,f01-075-05-02,ok,to
400,f01-075-06-04,ok,to
432,f01-075-09-10,ok,to
473,f01-081-03-05,ok,to
522,f01-085-02-06,ok,to
578,f01-135-00-04,ok,to
619,f01-135-08-03,ok,to
734,f01-143-03-00,ok,to
792,f01-147-02-00,ok,to
795,f01-147-02-03,ok,to
839,f01-147-06-08,ok,to
961,f02-003-03-03,ok,to
1000,f02-017-02-00,ok,to
1116,f02-020-04-08,ok,to
1149,f02-030-00-05,ok,to
1201,f02-030-05-06,ok,to
1224,f02-033-01-05,ok,to
1262,f02-033-07-00,ok,to
1328,f02-036-02-05,ok,to
1353,f02-036-05-05,ok,to
1361,f02-036-06-03,ok,to
1583,f02-044-04-03,ok,to
1624,f02-044-08-00,ok,to
1641,f02-044-09-06,ok,to
1656,f02-076-00-07,ok,to
1661,f02-076-01-03,ok,to
1686,f02-076-04-03,ok,to
1710,f02-076-08-01,ok,to
1810,f03-174-01-05,ok,to
1865,f03-182-00-06,ok,to
1890,f03-182-02-05,ok,to
1937,f03-182-06-05,ok,to
1977,f03-191-03-04,ok,to
2032,f04-004-02-01,ok,to
2042,f04-004-03-03,ok,to
2054,f04-004-04-09,ok,to
2133,f04-007-06-00,ok,to
2139,f04-007-06-06,ok,to
2214,f04-011-07-08,ok,to
2274,f04-016-03-01,ok,to
2283,f04-016-04-00,ok,to
2299,f04-016-05-07,ok,to
2440,f04-024-05-01,ok,to
2455,f04-024-06-04,ok,to
2480,f04-028-01-02,ok,to
2682,f04-035-02-01,ok,to
2711,f04-035-04-07,ok,to
2876,f04-046-01-07,ok,to
2926,f04-049-00-04,ok,to
2936,f04-049-01-00,ok,to
2953,f04-049-01-17,ok,to
2977,f04-049-03-11,ok,to
3031,f04-053-01-08,ok,to
3034,f04-053-01-11,ok,to
3150,f04-057-07-06,ok,to
3224,f04-061-07-01,ok,to
3272,f04-064-04-06,ok,to
3407,f04-071-03-04,ok,to
3479,f04-074-01-05,ok,to
3491,f04-074-02-09,ok,to
3495,f04-074-03-03,ok,to
3553,f04-074-09-02,ok,to
3563,f04-074-10-03,ok,to
3623,f04-079-04-07,ok,to
3725,f04-083-04-09,ok,to
3828,f04-087-03-05,ok,to
3857,f04-093-01-02,ok,to
3885,f04-093-04-06,ok,to
4063,f04-100-09-05,ok,to
4067,f04-100-10-02,ok,to
4165,f07-000b-04-01,ok,to
4193,f07-002-00-05,ok,to
4199,f07-002-01-01,ok,to
4206,f07-002-01-08,ok,to
4397,f07-009-08-04,ok,to
4455,f07-013-06-05,ok,to
4628,f07-019a-05-05,ok,to
4699,f07-019b-07-01,ok,to
4775,f07-021a-05-02,ok,to
4821,f07-021b-02-06,ok,to
4855,f07-021b-07-00,ok,to
5097,f07-028a-05-06,ok,to
5126,f07-028a-09-00,ok,to
5186,f07-028b-07-03,ok,to
5215,f07-028b-11-02,ok,to
5243,f07-032a-03-02,ok,to
5265,f07-032a-05-07,ok,to
5330,f07-032b-03-05,ok,to
5353,f07-032b-06-05,ok,to
5422,f07-036-03-04,ok,to
5449,f07-036-07-01,ok,to
5504,f07-039b-00-01,ok,to
5872,f07-069-02-01,ok,to
5895,f07-069-04-06,ok,to
5925,f07-069-07-04,ok,to
5988,f07-073-04-08,ok,to
6057,f07-076a-02-03,ok,to
6641,f07-092a-01-09,ok,to
6645,f07-092a-02-02,ok,to
6651,f07-092a-03-00,ok,to
6674,f07-092a-05-07,ok,to
6708,f07-092b-01-04,ok,to
6712,f07-092b-01-08,ok,to
6718,f07-092b-02-02,ok,to
6742,f07-092b-04-04,ok,to
6817,f07-101b-00-04,ok,to
6853,f07-101b-03-09,ok,to
256,f01-066-09-00,ok,are
850,f01-147-07-06,ok,are
1033,f02-017-05-09,ok,are
1109,f02-020-04-01,ok,are
1222,f02-033-01-03,ok,are
1450,f02-038-10-03,ok,are
1676,f02-076-03-01,ok,are
1785,f03-169-06-05,ok,are
1800,f03-174-00-10,ok,are
1872,f03-182-01-00,ok,are
2008,f03-191-06-06,ok,are
4530,f07-016-05-07,ok,are
5637,f07-042b-00-08,ok,are
5705,f07-046a-01-07,ok,are
5787,f07-046b-01-07,ok,are
6173,f07-081a-09-04,ok,are
6313,f07-081b-06-02,ok,are
13,f01-053-01-03,ok,on
141,f01-058-09-04,ok,on
319,f01-070-06-03,ok,on
419,f01-075-08-07,ok,on
935,f02-003-00-07,ok,on
1088,f02-020-02-06,ok,on
1098,f02-020-03-05,ok,on
1306,f02-036-00-08,ok,on
1369,f02-036-07-03,ok,on
1375,f02-036-08-02,ok,on
1416,f02-038-05-01,ok,on
1487,f02-040-03-04,ok,on
1495,f02-040-04-05,ok,on
1614,f02-044-07-03,ok,on
1746,f03-169-02-04,ok,on
2222,f04-011-08-06,ok,on
2600,f04-032-02-08,ok,on
2648,f04-032-07-09,ok,on
2931,f04-049-00-09,ok,on
3020,f04-053-00-08,ok,on
3174,f04-061-01-05,ok,on
3321,f04-068-01-06,ok,on
3360,f04-068-06-01,ok,on
3441,f04-071-07-05,ok,on
3593,f04-079-01-05,ok,on
3621,f04-079-04-05,ok,on
4277,f07-006-01-05,ok,on
5699,f07-046a-01-01,ok,on
5781,f07-046b-01-01,ok,on
6209,f07-096-02-09,ok,on
6670,f07-092a-05-03,ok,on
6678,f07-092a-06-03,ok,on
6738,f07-092b-04-00,ok,on
6746,f07-092b-04-08,ok,on
382,f01-075-04-01,ok,by
636,f01-139-00-05,ok,by
660,f01-139-02-04,ok,by
969,f02-003-04-02,ok,by
1198,f02-030-05-03,ok,by
1539,f02-044-00-05,ok,by
2660,f04-035-00-01,ok,by
2895,f04-046-03-04,ok,by
3175,f04-061-01-06,ok,by
3185,f04-061-03-00,ok,by
3604,f04-079-02-06,ok,by
3970,f04-096-06-04,ok,by
4533,f07-016-06-00,ok,by
4654,f07-019b-00-05,ok,by
4745,f07-021a-02-03,ok,by
4825,f07-021b-03-00,ok,by
4893,f07-024a-01-05,ok,by
4974,f07-024b-02-01,ok,by
5984,f07-073-04-04,ok,by
6504,f07-088a-01-03,ok,by
6570,f07-088b-01-01,ok,by
62,f01-053-07-02,ok,and
85,f01-058-02-00,ok,and
97,f01-058-03-03,ok,and
120,f01-058-06-03,ok,and
182,f01-066-02-08,ok,and
236,f01-066-07-03,ok,and
253,f01-066-08-06,ok,and
297,f01-070-03-09,ok,and
317,f01-070-06-01,ok,and
404,f01-075-06-08,ok,and
420,f01-075-08-08,ok,and
514,f01-085-01-07,ok,and
597,f01-135-04-02,ok,and
611,f01-135-07-00,ok,and
731,f01-143-02-06,ok,and
760,f01-143-05-07,ok,and
764,f01-143-06-00,ok,and
797,f01-147-02-05,ok,and
871,f02-000-02-00,ok,and
944,f02-003-01-05,ok,and
973,f02-003-04-06,ok,and
995,f02-017-01-03,ok,and
1048,f02-017-07-03,ok,and
1068,f02-020-00-06,ok,and
1096,f02-020-03-03,ok,and
1160,f02-030-01-07,ok,and
1252,f02-033-05-02,ok,and
1291,f02-033-10-02,ok,and
1310,f02-036-00-12,ok,and
1333,f02-036-03-01,ok,and
1357,f02-036-05-09,ok,and
1360,f02-036-06-02,ok,and
1372,f02-036-07-06,ok,and
1381,f02-038-00-03,ok,and
1404,f02-038-03-05,ok,and
1489,f02-040-03-06,ok,and
1494,f02-040-04-04,ok,and
1522,f02-040-08-03,ok,and
1528,f02-040-09-04,ok,and
1588,f02-044-04-08,ok,and
1618,f02-044-07-07,ok,and
1627,f02-044-08-03,ok,and
1658,f02-076-01-00,ok,and
1688,f02-076-04-05,ok,and
1707,f02-076-07-03,ok,and
1765,f03-169-04-06,ok,and
1781,f03-169-06-01,ok,and
1843,f03-174-04-04,ok,and
2025,f04-004-01-04,ok,and
2072,f04-004-06-06,ok,and
2092,f04-007-01-02,ok,and
2148,f04-011-00-05,ok,and
2171,f04-011-03-02,ok,and
2210,f04-011-07-04,ok,and
2233,f04-011-09-06,ok,and
2271,f04-016-02-08,ok,and
2308,f04-016-06-07,ok,and
2318,f04-020-00-03,ok,and
2321,f04-020-00-06,ok,and
2411,f04-024-01-09,ok,and
2424,f04-024-03-01,ok,and
2451,f04-024-06-00,ok,and
2482,f04-028-01-04,ok,and
2501,f04-028-03-02,ok,and
2510,f04-028-04-02,ok,and
2555,f04-028-09-04,ok,and
2633,f04-032-06-02,ok,and
2667,f04-035-00-08,ok,and
2686,f04-035-02-05,ok,and
2784,f04-039-07-04,ok,and
2788,f04-039-08-00,ok,and
2935,f04-049-00-13,ok,and
3007,f04-049-06-05,ok,and
3142,f04-057-06-05,ok,and
3200,f04-061-04-04,ok,and
3261,f04-064-03-04,ok,and
3298,f04-064-07-04,ok,and
