,image,status_code,target
152,a01-003-06-02.png,ok,forward
153,a01-003-06-03.png,ok,nominees
154,a01-003-06-04.png,ok,.
155,a01-003-06-05.png,ok,He
156,a01-003-06-06.png,ok,believes
157,a01-003-07-00.png,ok,that
158,a01-003-07-01.png,ok,the
159,a01-003-07-02.png,ok,House
160,a01-003-07-03.png,ok,of
161,a01-003-07-04.png,ok,Lords
162,a01-003-07-05.png,ok,should
163,a01-003-07-06.png,ok,be
164,a01-003-07-07.png,ok,abolished
165,a01-003-08-00.png,ok,and
166,a01-003-08-01.png,ok,that
167,a01-003-08-02.png,ok,Labour
168,a01-003-08-03.png,ok,should
169,a01-003-08-04.png,ok,not
170,a01-003-08-05.png,ok,take
171,a01-003-08-06.png,ok,any
172,a01-003-08-07.png,ok,steps
183,a01-003-10-00.png,ok,institution
184,a01-003-10-01.png,ok,.
185,a01-003u-00-00.png,ok,Though
186,a01-003u-00-01.png,ok,they
187,a01-003u-00-02.png,ok,may
188,a01-003u-00-03.png,ok,gather
189,a01-003u-00-04.png,ok,some
190,a01-003u-00-05.png,ok,Left-wing
191,a01-003u-01-00.png,ok,support
192,a01-003u-01-01.png,ok,","
193,a01-003u-01-02.png,ok,a
194,a01-003u-01-03.png,ok,large
195,a01-003u-01-04.png,ok,majority
196,a01-003u-01-05.png,ok,of
197,a01-003u-01-06.png,ok,Labour
198,a01-003u-02-00.png,ok,Ps
199,a01-003u-02-01.png,ok,are
200,a01-003u-02-02.png,ok,likely
201,a01-003u-02-03.png,ok,to
202,a01-003u-02-04.png,ok,turn
203,a01-003u-02-05.png,ok,down
204,a01-003u-02-06.png,ok,the
205,a01-003u-02-07.png,ok,Foot-
213,a01-003u-04-00.png,ok,be
214,a01-003u-04-01.png,ok,that
215,a01-003u-04-02.png,ok,as
216,a01-003u-04-03.png,ok,Labour
217,a01-003u-04-04.png,ok,Ps
218,a01-003u-04-05.png,ok,opposed
219,a01-003u-04-06.png,ok,the
220,a01-003u-05-00.png,ok,Government
221,a01-003u-05-01.png,ok,Bill
222,a01-003u-05-02.png,ok,which
223,a01-003u-05-03.png,ok,brought
224,a01-003u-05-04.png,ok,life
225,a01-003u-05-05.png,ok,peers
226,a01-003u-06-00.png,ok,into
227,a01-003u-06-01.png,ok,existence
228,a01-003u-06-02.png,ok,","
229,a01-003u-06-03.png,ok,they
230,a01-003u-06-04.png,ok,should
231,a01-003u-06-05.png,ok,not
232,a01-003u-06-06.png,ok,now
233,a01-003u-06-07.png,ok,put
234,a01-003u-07-00.png,ok,forward
235,a01-003u-07-01.png,ok,nominees
236,a01-003u-07-02.png,ok,.
237,a01-003u-07-03.png,ok,He
238,a01-003u-07-04.png,ok,believes
239,a01-003u-07-05.png,ok,that
240,a01-003u-07-06.png,ok,the
241,a01-003u-08-00.png,ok,House
242,a01-003u-08-01.png,ok,of
243,a01-003u-08-02.png,ok,Lords
244,a01-003u-08-03.png,ok,should
245,a01-003u-08-04.png,ok,be
246,a01-003u-08-05.png,ok,abolished
247,a01-003u-08-06.png,ok,and
248,a01-003u-09-00.png,ok,that
249,a01-003u-09-01.png,ok,Labour
250,a01-003u-09-02.png,ok,should
251,a01-003u-09-03.png,ok,not
252,a01-003u-09-04.png,ok,take
253,a01-003u-09-05.png,ok,any
254,a01-003u-09-06.png,ok,steps
255,a01-003u-10-00.png,ok,which
256,a01-003u-10-01.png,ok,would
257,a01-003u-10-02.png,ok,appear
258,a01-003u-10-03.png,ok,to
259,a01-003u-10-04.png,ok,""""
260,a01-003u-10-05.png,ok,prop
261,a01-003u-10-06.png,ok,up
262,a01-003u-10-07.png,ok,""""
263,a01-003u-10-08.png,ok,an
264,a01-003u-10-09.png,ok,out-
274,a01-003x-01-00.png,ok,large
275,a01-003x-01-01.png,ok,majority
276,a01-003x-01-02.png,ok,of
277,a01-003x-01-03.png,ok,Labour
278,a01-003x-01-04.png,ok,Ps
279,a01-003x-01-05.png,ok,are
280,a01-003x-01-06.png,ok,likely
281,a01-003x-01-07.png,ok,to
282,a01-003x-01-08.png,ok,turn
300,a01-003x-04-00.png,ok,ment
301,a01-003x-04-01.png,ok,Bill
302,a01-003x-04-02.png,ok,which
303,a01-003x-04-03.png,ok,brought
304,a01-003x-04-04.png,ok,life
305,a01-003x-04-05.png,ok,peers
306,a01-003x-04-06.png,ok,into
307,a01-003x-04-07.png,ok,existence
308,a01-003x-04-08.png,ok,","
309,a01-003x-04-09.png,ok,they
310,a01-003x-05-00.png,ok,should
311,a01-003x-05-01.png,ok,not
312,a01-003x-05-02.png,ok,now
313,a01-003x-05-03.png,ok,put
314,a01-003x-05-04.png,ok,forward
315,a01-003x-05-05.png,ok,nominees
316,a01-003x-05-06.png,ok,.
317,a01-003x-05-07.png,ok,He
318,a01-003x-05-08.png,ok,believes
319,a01-003x-06-00.png,ok,that
320,a01-003x-06-01.png,ok,the
321,a01-003x-06-02.png,ok,House
322,a01-003x-06-03.png,ok,of
323,a01-003x-06-04.png,ok,Lords
324,a01-003x-06-05.png,ok,should
325,a01-003x-06-06.png,ok,be
326,a01-003x-06-07.png,ok,abolished
327,a01-003x-06-08.png,ok,and
328,a01-003x-07-00.png,ok,that
329,a01-003x-07-01.png,ok,Labour
330,a01-003x-07-02.png,ok,should
331,a01-003x-07-03.png,ok,not
332,a01-003x-07-04.png,ok,take
333,a01-003x-07-05.png,ok,any
334,a01-003x-07-06.png,ok,steps
335,a01-003x-07-07.png,ok,which
336,a01-003x-07-08.png,ok,would
337,a01-003x-08-00.png,ok,appear
338,a01-003x-08-01.png,ok,to
339,a01-003x-08-02.png,ok,""""
340,a01-003x-08-03.png,ok,prop
341,a01-003x-08-04.png,ok,up
342,a01-003x-08-05.png,ok,""""
343,a01-003x-08-06.png,ok,an
344,a01-003x-08-07.png,ok,out-dated
345,a01-003x-08-08.png,ok,institution
346,a01-003x-08-09.png,ok,.
347,a01-007-00-00.png,ok,Since
348,a01-007-00-01.png,ok,1958
349,a01-007-00-02.png,ok,","
350,a01-007-00-03.png,ok,13
351,a01-007-00-04.png,ok,Labour
352,a01-007-00-05.png,ok,life
353,a01-007-00-06.png,ok,Peers
354,a01-007-00-07.png,ok,and
355,a01-007-01-00.png,ok,Peeresses
356,a01-007-01-01.png,ok,have
357,a01-007-01-02.png,ok,been
358,a01-007-01-03.png,ok,created
359,a01-007-01-04.png,ok,.
360,a01-007-01-05.png,ok,Most
361,a01-007-01-06.png,ok,Labour
362,a01-007-02-00.png,ok,sentiment
363,a01-007-02-01.png,ok,would
364,a01-007-02-02.png,ok,#
365,a01-007-02-03.png,ok,still
366,a01-007-02-04.png,ok,favour
367,a01-007-02-05.png,ok,the
368,a01-007-02-06.png,ok,abolition
369,a01-007-03-00.png,ok,of
370,a01-007-03-01.png,ok,the
371,a01-007-03-02.png,ok,House
372,a01-007-03-03.png,ok,of
373,a01-007-03-04.png,ok,Lords
374,a01-007-03-05.png,ok,","
375,a01-007-03-06.png,ok,but
376,a01-007-03-07.png,ok,while
377,a01-007-03-08.png,ok,it
378,a01-007-03-09.png,ok,remains
379,a01-007-04-00.png,ok,Labour
380,a01-007-04-01.png,ok,has
381,a01-007-04-02.png,ok,to
382,a01-007-04-03.png,ok,have
383,a01-007-04-04.png,ok,an
384,a01-007-04-05.png,ok,adequate
385,a01-007-04-06.png,ok,number
386,a01-007-04-07.png,ok,of
387,a01-007-05-00.png,ok,members
388,a01-007-05-01.png,ok,.
389,a01-007-05-02.png,ok,THE
390,a01-007-05-03.png,ok,two
391,a01-007-05-04.png,ok,rival
392,a01-007-05-05.png,ok,African
393,a01-007-05-06.png,ok,Nationalist
394,a01-007-06-00.png,ok,Parties
395,a01-007-06-01.png,ok,of
396,a01-007-06-02.png,ok,Northern
397,a01-007-06-03.png,ok,Rhodesia
398,a01-007-06-04.png,ok,have
399,a01-007-06-05.png,ok,agreed
400,a01-007-06-06.png,ok,to
401,a01-007-07-00.png,ok,get
402,a01-007-07-01.png,ok,together
403,a01-007-07-02.png,ok,to
404,a01-007-07-03.png,ok,face
405,a01-007-07-04.png,ok,the
406,a01-007-07-05.png,ok,challenge
407,a01-007-07-06.png,ok,from
408,a01-007-07-07.png,ok,Sir
409,a01-007-08-00.png,ok,Roy
410,a01-007-08-01.png,ok,Welensky
411,a01-007-08-02.png,ok,","
412,a01-007-08-03.png,ok,the
413,a01-007-08-04.png,ok,Federal
414,a01-007-08-05.png,ok,Premier
415,a01-007-08-06.png,ok,.
416,a01-007u-00-00.png,ok,Since
417,a01-007u-00-01.png,ok,1958
418,a01-007u-00-02.png,ok,","
419,a01-007u-00-03.png,ok,13
420,a01-007u-00-04.png,ok,Labour
421,a01-007u-00-05.png,ok,life
422,a01-007u-00-06.png,ok,Peers
423,a01-007u-00-07.png,ok,and
424,a01-007u-01-00.png,ok,Peeresses
425,a01-007u-01-01.png,ok,have
426,a01-007u-01-02.png,ok,been
427,a01-007u-01-03.png,ok,created
428,a01-007u-01-04.png,ok,.
429,a01-007u-01-05.png,ok,Most
430,a01-007u-01-06.png,ok,Labour
431,a01-007u-02-00.png,ok,sentiment
432,a01-007u-02-01.png,ok,would
433,a01-007u-02-02.png,ok,still
434,a01-007u-02-03.png,ok,favour
435,a01-007u-02-04.png,ok,the
436,a01-007u-02-05.png,ok,abolition
437,a01-007u-03-00.png,ok,of
438,a01-007u-03-01.png,ok,the
439,a01-007u-03-02.png,ok,House
440,a01-007u-03-03.png,ok,of
441,a01-007u-03-04.png,ok,Lords
442,a01-007u-03-05.png,ok,","
443,a01-007u-03-06.png,ok,but
444,a01-007u-03-07.png,ok,while
445,a01-007u-03-08.png,ok,it
446,a01-007u-03-09.png,ok,remains
447,a01-007u-04-00.png,ok,Labour
448,a01-007u-04-01.png,ok,has
449,a01-007u-04-02.png,ok,to
450,a01-007u-04-03.png,ok,have
451,a01-007u-04-04.png,ok,an
452,a01-007u-04-05.png,ok,adequate
453,a01-007u-04-06.png,ok,number
454,a01-007u-05-00.png,ok,of
455,a01-007u-05-01.png,ok,members
456,a01-007u-05-02.png,ok,.
457,a01-007u-05-03.png,ok,THE
458,a01-007u-05-04.png,ok,two
459,a01-007u-05-05.png,ok,rival
460,a01-007u-05-06.png,ok,African
461,a01-007u-06-00.png,ok,Nationalist
462,a01-007u-06-01.png,ok,Parties
463,a01-007u-06-02.png,ok,of
464,a01-007u-06-03.png,ok,Northern
465,a01-007u-06-04.png,ok,Rhodesia
466,a01-007u-07-00.png,ok,have
467,a01-007u-07-01.png,ok,agreed
468,a01-007u-07-02.png,ok,to
469,a01-007u-07-03.png,ok,get
470,a01-007u-07-04.png,ok,together
471,a01-007u-07-05.png,ok,to
472,a01-007u-07-06.png,ok,face
473,a01-007u-08-00.png,ok,the
474,a01-007u-08-01.png,ok,challenge
475,a01-007u-08-02.png,ok,from
476,a01-007u-08-03.png,ok,Sir
477,a01-007u-08-04.png,ok,Roy
478,a01-007u-08-05.png,ok,Welensky
479,a01-007u-08-06.png,ok,","
480,a01-007u-09-00.png,ok,the
481,a01-007u-09-01.png,ok,Federal
482,a01-007u-09-02.png,ok,Premier
483,a01-007u-09-03.png,ok,.
484,a01-007x-00-00.png,ok,Since
485,a01-007x-00-01.png,ok,1958
486,a01-007x-00-02.png,ok,","
487,a01-007x-00-03.png,ok,13
488,a01-007x-00-04.png,ok,Labour
489,a01-007x-00-05.png,ok,life
490,a01-007x-00-06.png,ok,Peers
491,a01-007x-00-07.png,ok,and
492,a01-007x-00-08.png,ok,#
493,a01-007x-01-00.png,ok,Peeresses
494,a01-007x-01-01.png,ok,have
495,a01-007x-01-02.png,ok,been
496,a01-007x-01-03.png,ok,created
497,a01-007x-01-04.png,ok,.
498,a01-007x-01-05.png,ok,Most
499,a01-007x-01-06.png,ok,Labour
500,a01-007x-01-07.png,ok,sentiment
501,a01-007x-02-00.png,ok,would
502,a01-007x-02-01.png,ok,still
503,a01-007x-02-02.png,ok,favour
504,a01-007x-02-03.png,ok,the
505,a01-007x-02-04.png,ok,abolition
506,a01-007x-02-05.png,ok,of
507,a01-007x-02-06.png,ok,the
508,a01-007x-02-07.png,ok,House
509,a01-007x-03-00.png,ok,of
510,a01-007x-03-01.png,ok,Lords
511,a01-007x-03-02.png,ok,","
512,a01-007x-03-03.png,ok,but
513,a01-007x-03-04.png,ok,while
514,a01-007x-03-05.png,ok,it
515,a01-007x-03-06.png,ok,remains
516,a01-007x-03-07.png,ok,Labour
517,a01-007x-03-08.png,ok,has
518,a01-007x-03-09.png,ok,to
519,a01-007x-04-00.png,ok,have
520,a01-007x-04-01.png,ok,an
521,a01-007x-04-02.png,ok,adequate
522,a01-007x-04-03.png,ok,number
523,a01-007x-04-04.png,ok,of
524,a01-007x-04-05.png,ok,members
525,a01-007x-04-06.png,ok,.
526,a01-007x-04-07.png,ok,THE
527,a01-007x-05-00.png,ok,two
528,a01-007x-05-01.png,ok,rival
529,a01-007x-05-02.png,ok,African
530,a01-007x-05-03.png,ok,Nationalist
531,a01-007x-05-04.png,ok,Parties
532,a01-007x-05-05.png,ok,of
533,a01-007x-05-06.png,ok,Northern
534,a01-007x-06-00.png,ok,Rhodesia
535,a01-007x-06-01.png,ok,have
536,a01-007x-06-02.png,ok,agreed
537,a01-007x-06-03.png,ok,to
538,a01-007x-06-04.png,ok,get
539,a01-007x-06-05.png,ok,together
540,a01-007x-06-06.png,ok,to
541,a01-007x-06-07.png,ok,face
542,a01-007x-06-08.png,ok,the
543,a01-007x-07-00.png,ok,challenge
544,a01-007x-07-01.png,ok,from
545,a01-007x-07-02.png,ok,Sir
546,a01-007x-07-03.png,ok,Roy
547,a01-007x-07-04.png,ok,Welensky
548,a01-007x-07-05.png,ok,","
549,a01-007x-07-06.png,ok,the
550,a01-007x-07-07.png,ok,Federal
551,a01-007x-07-08.png,ok,Premier
552,a01-007x-07-09.png,ok,.
553,a01-011-00-00.png,ok,Delegates
554,a01-011-00-01.png,ok,from
555,a01-011-00-02.png,ok,Mr.
556,a01-011-00-03.png,ok,Kenneth
557,a01-011-00-04.png,ok,Kaunda's
558,a01-011-00-05.png,ok,United
559,a01-011-00-06.png,ok,National
560,a01-011-00-07.png,ok,Independence
571,a01-011-02-00.png,ok,National
572,a01-011-02-01.png,ok,Congress
573,a01-011-02-02.png,ok,(
574,a01-011-02-03.png,ok,"400,000"
575,a01-011-02-04.png,ok,)
576,a01-011-02-05.png,ok,will
577,a01-011-02-06.png,ok,meet
578,a01-011-02-07.png,ok,in
579,a01-011-02-08.png,ok,London
580,a01-011-02-09.png,ok,today
581,a01-011-03-00.png,ok,to
582,a01-011-03-01.png,ok,discuss
583,a01-011-03-02.png,ok,a
584,a01-011-03-03.png,ok,common
585,a01-011-03-04.png,ok,course
586,a01-011-03-05.png,ok,of
587,a01-011-03-06.png,ok,action
588,a01-011-03-07.png,ok,.
589,a01-011-03-08.png,ok,Sir
590,a01-011-03-09.png,ok,Roy
591,a01-011-03-10.png,ok,is
592,a01-011-04-00.png,ok,violently
593,a01-011-04-01.png,ok,opposed
594,a01-011-04-02.png,ok,to
595,a01-011-04-03.png,ok,Africans
596,a01-011-04-04.png,ok,getting
597,a01-011-04-05.png,ok,an
598,a01-011-04-06.png,ok,elected
599,a01-011-04-07.png,ok,majority
600,a01-011-05-00.png,ok,in
601,a01-011-05-01.png,ok,Northern
602,a01-011-05-02.png,ok,Rhodesia
603,a01-011-05-03.png,ok,","
604,a01-011-05-04.png,ok,but
605,a01-011-05-05.png,ok,the
606,a01-011-05-06.png,ok,Colonial
607,a01-011-05-07.png,ok,Secretary
608,a01-011-05-08.png,ok,","
609,a01-011-06-00.png,ok,Mr.
610,a01-011-06-01.png,ok,Iain
611,a01-011-06-02.png,ok,Macleod
612,a01-011-06-03.png,ok,","
613,a01-011-06-04.png,ok,is
614,a01-011-06-05.png,ok,insisting
615,a01-011-06-06.png,ok,on
616,a01-011-06-07.png,ok,a
617,a01-011-06-08.png,ok,policy
618,a01-011-06-09.png,ok,of
619,a01-011-06-10.png,ok,change
620,a01-011-06-11.png,ok,.
621,a01-011u-00-00.png,ok,Delegates
622,a01-011u-00-01.png,ok,from
623,a01-011u-00-02.png,ok,Mr.
624,a01-011u-00-03.png,ok,Kenneth
625,a01-011u-00-04.png,ok,Kaunda's
626,a01-011u-01-00.png,ok,United
627,a01-011u-01-01.png,ok,National
628,a01-011u-01-02.png,ok,Independence
629,a01-011u-01-03.png,ok,Party
630,a01-011u-02-00.png,ok,(
631,a01-011u-02-01.png,ok,"280,000"
632,a01-011u-02-02.png,ok,members
633,a01-011u-02-03.png,ok,)
634,a01-011u-02-04.png,ok,and
635,a01-011u-02-05.png,ok,Mr.
636,a01-011u-02-06.png,ok,Harry
637,a01-011u-02-07.png,ok,Nkumbula's
638,a01-011u-03-00.png,ok,African
639,a01-011u-03-01.png,ok,National
640,a01-011u-03-02.png,ok,Congress
641,a01-011u-03-03.png,ok,(
642,a01-011u-03-04.png,ok,"400,000"
643,a01-011u-03-05.png,ok,)
644,a01-011u-03-06.png,ok,will
645,a01-011u-04-00.png,ok,meet
646,a01-011u-04-01.png,ok,in
647,a01-011u-04-02.png,ok,London
648,a01-011u-04-03.png,ok,today
649,a01-011u-04-04.png,ok,to
650,a01-011u-04-05.png,ok,discuss
651,a01-011u-04-06.png,ok,a
652,a01-011u-04-07.png,ok,common
653,a01-011u-05-00.png,ok,course
654,a01-011u-05-01.png,ok,of
655,a01-011u-05-02.png,ok,action
656,a01-011u-05-03.png,ok,.
657,a01-011u-05-04.png,ok,Sir
658,a01-011u-05-05.png,ok,Roy
659,a01-011u-05-06.png,ok,is
660,a01-011u-05-07.png,ok,violently
661,a01-011u-06-00.png,ok,opposed
662,a01-011u-06-01.png,ok,to
663,a01-011u-06-02.png,ok,Africans
664,a01-011u-06-03.png,ok,getting
665,a01-011u-06-04.png,ok,an
666,a01-011u-06-05.png,ok,elected
667,a01-011u-07-00.png,ok,majority
668,a01-011u-07-01.png,ok,in
669,a01-011u-07-02.png,ok,Northern
670,a01-011u-07-03.png,ok,Rhodesia
671,a01-011u-07-04.png,ok,","
672,a01-011u-07-05.png,ok,but
673,a01-011u-07-06.png,ok,the
674,a01-011u-08-00.png,ok,Colonial
675,a01-011u-08-01.png,ok,Secretary
676,a01-011u-08-02.png,ok,","
677,a01-011u-08-03.png,ok,Mr.
678,a01-011u-08-04.png,ok,Iain
679,a01-011u-08-05.png,ok,Macleod
680,a01-011u-08-06.png,ok,","
681,a01-011u-09-00.png,ok,is
682,a01-011u-09-01.png,ok,insisting
683,a01-011u-09-02.png,ok,on
684,a01-011u-09-03.png,ok,a
685,a01-011u-09-04.png,ok,policy
686,a01-011u-09-05.png,ok,of
687,a01-011u-09-06.png,ok,change
688,a01-011u-09-07.png,ok,.
747,a01-011x-08-00.png,ok,Macleod
748,a01-011x-08-01.png,ok,","
749,a01-011x-08-02.png,ok,is
750,a01-011x-08-03.png,ok,insisting
751,a01-011x-08-04.png,ok,on
752,a01-011x-08-05.png,ok,a
753,a01-011x-08-06.png,ok,policy
754,a01-011x-08-07.png,ok,of
755,a01-011x-08-08.png,ok,change
756,a01-011x-08-09.png,ok,.
757,a01-014-00-00.png,ok,Sir
758,a01-014-00-01.png,ok,Roy's
759,a01-014-00-02.png,ok,United
760,a01-014-00-03.png,ok,Federal
761,a01-014-00-04.png,ok,Party
762,a01-014-00-05.png,ok,is
763,a01-014-00-06.png,ok,boycotting
764,a01-014-01-00.png,ok,the
765,a01-014-01-01.png,ok,London
766,a01-014-01-02.png,ok,talks
767,a01-014-01-03.png,ok,on
768,a01-014-01-04.png,ok,the
769,a01-014-01-05.png,ok,Protectorate's
770,a01-014-02-00.png,ok,future
771,a01-014-02-01.png,ok,.
772,a01-014-02-02.png,ok,Said
773,a01-014-02-03.png,ok,Mr.
774,a01-014-02-04.png,ok,Nkumbula
775,a01-014-02-05.png,ok,last
776,a01-014-02-06.png,ok,night
777,a01-014-02-07.png,ok,:
778,a01-014-03-00.png,ok,""""
779,a01-014-03-01.png,ok,We
780,a01-014-03-02.png,ok,want
781,a01-014-03-03.png,ok,to
782,a01-014-03-04.png,ok,discuss
783,a01-014-03-05.png,ok,what
784,a01-014-03-06.png,ok,to
785,a01-014-03-07.png,ok,do
786,a01-014-03-08.png,ok,if
787,a01-014-03-09.png,ok,the
788,a01-014-04-00.png,ok,British
789,a01-014-04-01.png,ok,Government
790,a01-014-04-02.png,ok,gives
791,a01-014-04-03.png,ok,in
792,a01-014-04-04.png,ok,to
793,a01-014-04-05.png,ok,Sir
794,a01-014-04-06.png,ok,Roy
795,a01-014-04-07.png,ok,and
796,a01-014-05-00.png,ok,the
797,a01-014-05-01.png,ok,talks
798,a01-014-05-02.png,ok,fall
799,a01-014-05-03.png,ok,through
800,a01-014-05-04.png,ok,.
801,a01-014-05-05.png,ok,There
802,a01-014-05-06.png,ok,are
803,a01-014-05-07.png,ok,bound
812,a01-014-07-00.png,ok,chief
813,a01-014-07-01.png,ok,aide
814,a01-014-07-02.png,ok,","
815,a01-014-07-03.png,ok,Mr.
816,a01-014-07-04.png,ok,Julius
817,a01-014-07-05.png,ok,Greenfield
818,a01-014-07-06.png,ok,","
819,a01-014-07-07.png,ok,telephoned
820,a01-014-08-00.png,ok,his
821,a01-014-08-01.png,ok,chief
822,a01-014-08-02.png,ok,a
823,a01-014-08-03.png,ok,report
824,a01-014-08-04.png,ok,on
825,a01-014-08-05.png,ok,his
826,a01-014-08-06.png,ok,talks
827,a01-014-08-07.png,ok,with
828,a01-014-09-00.png,ok,Mr.
829,a01-014-09-01.png,ok,Macmillan
830,a01-014-09-02.png,ok,at
831,a01-014-09-03.png,ok,Chequers
832,a01-014-09-04.png,ok,.
833,a01-014u-00-00.png,ok,Sir
834,a01-014u-00-01.png,ok,Roy's
835,a01-014u-00-02.png,ok,United
836,a01-014u-00-03.png,ok,Federal
837,a01-014u-00-04.png,ok,Party
838,a01-014u-00-05.png,ok,is
839,a01-014u-01-00.png,ok,boycotting
840,a01-014u-01-01.png,ok,the
841,a01-014u-01-02.png,ok,London
842,a01-014u-01-03.png,ok,talks
843,a01-014u-01-04.png,ok,on
844,a01-014u-01-05.png,ok,the
851,a01-014u-03-00.png,ok,last
852,a01-014u-03-01.png,ok,night
853,a01-014u-03-02.png,ok,:
854,a01-014u-03-03.png,ok,""""
855,a01-014u-03-04.png,ok,We
856,a01-014u-03-05.png,ok,want
857,a01-014u-03-06.png,ok,to
